date,household_id,daily_consumption_liters,pressure_psi,temperature_celsius,population_density
2024-05-25,HH0216,306.28,51.31,28.14,1703
2024-03-20,HH0308,305.73,41.74,23.81,2164
2024-04-17,HH0024,315.49,52.38,13.53,2291
2024-05-30,HH0395,315.13,50.87,26.84,3655
2024-06-21,HH0366,358.39,46.12,23.56,1443
2024-04-05,HH0271,248.48,48.08,24.5,6396
2024-02-23,HH0429,348.77,51.32,29.32,2919
2024-05-30,HH0155,294.86,50.65,32.76,4881
2024-05-30,HH0027,279.27,46.38,22.16,1620
2024-02-29,HH0477,331.83,62.54,33.7,4010
2024-04-21,HH0098,285.84,39.87,35.44,7060
2024-06-08,HH0444,278.68,49.55,27.47,4514
2024-03-30,HH0122,306.98,50.33,25.71,7793
2024-06-22,HH0392,383.68,49.39,32.19,6423
2024-01-29,HH0344,327.29,49.13,22.94,1532
2024-05-31,HH0138,304.22,51.37,11.56,8292
2024-01-02,HH0055,401.34,60.3,24.94,8849
2024-02-16,HH0466,243.96,44.8,33.44,5370
2024-02-09,HH0081,299.07,42.41,14.47,9556
2024-02-22,HH0403,324.27,47.7,24.7,6181
2024-01-17,HH0251,257.31,46.78,26.46,7658
2024-03-13,HH0213,368.88,51.68,21.31,5722
2024-01-13,HH0422,321.84,52.01,28.6,3398
2024-05-22,HH0044,390.99,47.08,37.26,1642
2024-04-22,HH0278,300.11,45.94,26.93,6444
2024-01-10,HH0095,367.96,49.26,21.72,2482
2024-04-21,HH0403,274.49,40.45,27.82,3537
2024-04-08,HH0486,360.69,54.31,22.21,9850
2024-06-19,HH0064,345.25,48.87,24.13,8170
2024-03-24,HH0247,385.71,58.43,23.35,7762
2024-06-16,HH0403,398.35,49.8,30.45,1158
2024-05-04,HH0375,353.63,46.87,20.11,8803
2024-01-23,HH0472,258.77,44.71,19.26,8762
2024-01-27,HH0344,261.55,49.33,19.63,3306
2024-01-10,HH0192,357.49,52.47,19.75,8487
2024-01-14,HH0120,251.39,55.63,28.87,4510
2024-03-18,HH0252,253.59,56.22,22.89,4909
2024-03-20,HH0027,301.82,50.44,25.88,4081
2024-02-05,HH0500,361.11,58.03,31.12,7540
2024-06-22,HH0158,326.2,42.2,35.41,5597
2024-03-09,HH0180,312.09,51.51,23.64,9340
2024-01-27,HH0108,276.8,49.81,32.95,1528
2024-01-07,HH0077,235.28,45.91,20.5,9884
2024-03-03,HH0138,370.97,56.56,29.32,6777
2024-03-31,HH0060,313.52,54.47,21.2,5071
2024-04-20,HH0085,333.18,50.33,29.51,1184
2024-05-12,HH0441,259.74,52.74,19.8,9792
2024-05-16,HH0206,365.02,52.86,26.99,1143
2024-02-20,HH0332,284.37,46.02,27.66,5971
2024-05-29,HH0029,322.83,51.06,34.84,2746
2024-01-25,HH0064,234.61,48.27,41.38,3957
2024-02-22,HH0203,327.0,57.04,27.04,5263
2024-02-11,HH0069,294.51,49.08,29.92,1830
2024-02-18,HH0349,288.16,47.48,25.64,8686
2024-03-20,HH0239,286.2,41.47,28.91,3406
2024-05-05,HH0042,557.39,47.86,24.95,4842
2024-03-31,HH0078,285.75,47.16,21.05,1309
2024-01-20,HH0135,309.23,49.59,20.06,7412
2024-01-03,HH0048,273.76,51.98,17.4,7412
2024-06-06,HH0069,370.68,46.6,25.45,9580
2024-06-19,HH0398,246.83,55.11,30.24,9495
2024-04-27,HH0468,252.71,38.92,20.76,5798
2024-03-18,HH0459,301.79,49.14,26.36,4285
2024-05-29,HH0374,310.28,46.97,23.97,8433
2024-06-01,HH0295,272.95,54.51,26.11,5643
2024-05-11,HH0494,270.96,38.77,25.98,4605
2024-03-12,HH0349,342.67,41.63,21.37,2361
2024-02-14,HH0447,291.08,45.33,27.35,9520
2024-02-17,HH0405,556.14,54.04,23.68,3558
2024-01-20,HH0175,261.29,44.7,22.5,4524
2024-06-25,HH0393,161.31,49.1,25.44,9785
2024-02-23,HH0499,225.33,49.08,28.25,9078
2024-01-07,HH0435,267.18,50.66,22.84,2744
2024-03-24,HH0339,260.38,51.19,33.92,2469
2024-04-25,HH0105,349.27,42.07,22.27,2612
2024-02-13,HH0031,311.01,55.08,22.98,4360
2024-04-24,HH0146,381.73,54.99,21.6,6803
2024-05-12,HH0077,253.1,49.84,22.41,9722
2024-02-16,HH0249,249.76,56.32,18.29,5228
2024-06-26,HH0364,342.5,51.71,34.59,6722
2024-02-02,HH0176,359.14,48.95,28.8,4126
2024-01-02,HH0360,280.71,44.68,31.76,2385
2024-05-25,HH0045,275.95,46.68,24.43,3882
2024-02-10,HH0470,566.2,46.44,24.35,5122
2024-03-08,HH0305,358.83,47.08,26.89,1236
2024-04-19,HH0427,270.53,57.39,25.51,6409
2024-03-01,HH0045,353.24,47.7,21.91,5103
2024-04-22,HH0016,277.25,44.23,14.06,4098
2024-06-10,HH0018,321.07,54.04,20.77,3653
2024-06-23,HH0484,330.4,49.01,28.67,4759
2024-03-21,HH0096,293.56,47.45,21.8,6962
2024-02-14,HH0041,315.87,49.78,23.3,7321
2024-06-11,HH0354,311.77,31.56,23.4,9566
2024-04-29,HH0093,252.28,55.47,40.47,5589
2024-06-24,HH0372,305.44,42.31,30.51,2059
2024-05-10,HH0448,324.6,55.36,20.73,9108
2024-02-13,HH0317,335.6,45.15,34.26,6452
2024-01-26,HH0115,279.11,44.56,23.86,7763
2024-06-06,HH0319,265.94,62.63,23.19,1909
2024-01-20,HH0100,309.43,49.78,27.73,1973
2024-06-23,HH0099,355.19,48.08,14.74,4377
2024-03-18,HH0303,240.96,42.39,26.47,2842
2024-01-01,HH0210,328.55,53.14,29.47,8253
2024-02-15,HH0362,332.09,50.0,30.61,3029
2024-01-18,HH0229,331.15,44.05,24.65,6125
2024-03-25,HH0213,241.3,50.98,21.75,4597
2024-01-29,HH0488,376.05,50.51,22.66,1999
2024-02-26,HH0432,251.61,49.38,19.59,3050
2024-03-03,HH0032,374.65,49.2,33.04,6506
2024-05-05,HH0045,345.13,43.44,13.47,6854
2024-03-20,HH0465,237.62,56.59,27.95,5427
2024-06-13,HH0480,309.75,55.78,21.72,7594
2024-04-11,HH0409,254.71,45.94,26.66,8226
2024-04-28,HH0392,233.34,56.3,29.26,7474
2024-01-11,HH0090,259.07,54.49,22.2,1628
2024-04-29,HH0343,339.52,61.01,14.69,2126
2024-05-03,HH0384,381.86,42.84,32.88,8276
2024-04-30,HH0263,256.83,48.85,25.75,8111
2024-02-01,HH0081,323.58,57.33,34.24,7459
2024-01-01,HH0264,294.81,45.8,23.01,6965
2024-05-31,HH0152,319.29,45.95,28.41,8401
2024-05-20,HH0149,341.31,44.99,25.43,1721
2024-03-12,HH0275,288.07,47.59,16.07,5703
2024-04-02,HH0175,300.68,44.87,28.04,8836
2024-04-25,HH0390,309.61,54.91,29.19,9708
2024-04-15,HH0309,251.93,47.08,30.96,9511
2024-02-01,HH0156,360.68,48.29,27.9,2896
2024-05-07,HH0289,326.64,50.31,29.58,5747
2024-03-11,HH0262,297.52,55.49,23.41,2528
2024-06-09,HH0395,244.84,54.18,31.65,8716
2024-01-08,HH0399,264.82,53.2,18.91,7139
2024-01-25,HH0437,314.8,53.63,29.31,5253
2024-04-13,HH0314,201.35,54.82,25.78,7617
2024-01-31,HH0326,280.09,47.11,20.52,1333
2024-01-18,HH0155,331.55,53.83,25.35,6659
2024-04-14,HH0017,322.55,49.71,23.9,6707
2024-05-01,HH0497,290.32,53.72,20.0,5090
2024-01-15,HH0002,409.68,53.29,23.02,8008
2024-03-31,HH0108,294.12,45.64,21.75,9664
2024-02-14,HH0427,283.67,52.64,29.83,2884
2024-02-01,HH0082,249.97,45.72,25.44,5481
2024-04-20,HH0219,212.11,39.24,27.22,8017
2024-04-01,HH0235,206.25,47.05,27.91,8890
2024-03-22,HH0007,330.1,64.33,20.49,4611
2024-06-04,HH0041,331.51,57.51,19.76,8082
2024-02-28,HH0161,236.95,49.56,21.56,5130
2024-06-10,HH0087,229.21,56.51,27.92,5242
2024-04-27,HH0244,286.59,44.03,19.94,6375
2024-06-22,HH0048,307.64,46.15,29.55,7928
2024-01-14,HH0375,298.33,49.34,27.88,1871
2024-02-08,HH0416,225.61,44.37,22.38,6278
2024-03-13,HH0154,420.31,47.42,24.24,8189
2024-05-11,HH0295,286.91,62.68,18.91,9759
2024-02-07,HH0209,391.31,50.47,27.09,6767
2024-01-08,HH0305,291.72,50.16,19.72,5314
2024-05-29,HH0075,348.34,52.24,25.02,9772
2024-04-06,HH0492,324.61,51.81,29.55,9746
2024-02-15,HH0077,226.02,54.55,24.55,2764
2024-01-20,HH0027,189.07,62.09,25.75,9080
2024-05-12,HH0358,376.61,50.44,22.54,1071
2024-06-21,HH0232,365.74,55.58,29.88,8332
2024-05-01,HH0376,300.44,45.7,21.73,1794
2024-01-07,HH0352,367.6,60.5,22.43,8248
2024-01-18,HH0357,299.84,51.49,21.1,9115
2024-02-01,HH0255,351.51,48.1,31.69,7627
2024-03-21,HH0184,211.99,48.71,37.33,5502
2024-02-26,HH0235,295.53,42.62,34.83,1557
2024-03-21,HH0044,323.35,43.15,28.46,4312
2024-01-18,HH0098,315.63,50.93,30.4,1362
2024-05-06,HH0394,368.84,51.01,23.94,6349
2024-01-28,HH0435,231.59,48.51,19.86,2003
2024-01-04,HH0467,291.83,52.59,29.75,4927
2024-01-07,HH0203,298.35,47.48,33.22,6051
2024-06-26,HH0387,232.61,48.44,30.15,2806
2024-02-22,HH0357,294.32,49.72,17.79,8055
2024-02-04,HH0433,277.93,50.99,31.17,1559
2024-01-22,HH0302,209.4,45.25,31.28,7088
2024-04-03,HH0405,159.17,59.63,19.48,4751
2024-04-24,HH0335,350.89,38.25,23.42,8970
2024-02-20,HH0370,337.03,49.81,23.8,2548
2024-05-25,HH0396,300.87,47.92,24.6,3228
2024-03-25,HH0095,257.33,54.1,20.17,2395
2024-02-20,HH0286,254.58,47.62,22.31,5348
2024-06-28,HH0070,323.32,46.1,23.28,6196
2024-03-02,HH0168,327.44,56.36,20.59,8702
2024-04-15,HH0179,304.52,50.17,23.19,9172
2024-03-05,HH0293,304.54,41.41,24.59,5860
2024-05-25,HH0361,356.81,50.24,16.1,1106
2024-02-05,HH0307,303.91,58.89,22.98,1895
2024-03-06,HH0441,312.62,53.3,24.26,3433
2024-02-25,HH0454,265.33,45.65,34.19,8493
2024-05-27,HH0320,306.24,38.02,21.61,4833
2024-05-19,HH0102,191.65,45.45,24.81,5723
2024-02-18,HH0027,340.94,45.18,15.34,5665
2024-03-19,HH0468,381.34,48.56,22.74,8434
2024-03-17,HH0155,308.62,55.38,22.55,2059
2024-05-24,HH0368,278.75,49.34,29.4,9702
2024-01-13,HH0432,252.68,51.41,34.16,7176
2024-01-23,HH0041,366.9,48.28,31.97,4515
2024-04-12,HH0265,281.14,47.06,29.61,1755
2024-05-28,HH0080,340.9,42.43,23.74,9046
2024-01-25,HH0397,295.46,40.94,19.98,7457
2024-04-03,HH0246,297.67,52.45,41.04,8222
2024-05-02,HH0166,259.49,40.16,23.4,2125
2024-04-27,HH0450,259.59,48.76,22.65,6413
2024-05-23,HH0290,356.06,53.79,23.74,5776
2024-05-06,HH0465,304.97,49.96,25.27,5491
2024-01-02,HH0341,233.69,44.94,29.29,3792
2024-06-19,HH0201,296.46,50.46,35.49,8155
2024-03-14,HH0275,329.87,42.86,15.68,4063
2024-02-07,HH0171,261.86,47.53,28.06,7446
2024-06-17,HH0105,222.03,46.58,28.71,3291
2024-03-08,HH0469,274.67,51.2,18.39,3978
2024-04-03,HH0156,312.53,45.15,18.47,7211
2024-05-02,HH0209,311.45,46.63,23.77,4991
2024-06-15,HH0202,336.76,51.34,23.52,9825
2024-02-28,HH0082,345.7,45.06,23.64,6265
2024-01-12,HH0393,400.51,49.13,31.69,5917
2024-06-05,HH0214,240.07,51.47,23.04,4238
2024-06-16,HH0394,298.41,44.52,15.55,9864
2024-04-05,HH0009,305.75,57.14,26.71,8506
2024-02-20,HH0083,319.71,48.68,28.13,3834
2024-01-27,HH0252,257.83,54.22,25.95,4959
2024-05-15,HH0110,262.67,42.62,30.29,7194
2024-04-22,HH0279,273.39,48.06,25.54,8852
2024-05-29,HH0161,236.87,55.14,21.85,3775
2024-02-24,HH0249,270.69,50.95,22.71,8596
2024-03-13,HH0355,321.23,43.91,19.18,1709
2024-06-04,HH0263,310.78,50.97,28.47,6413
2024-04-13,HH0266,320.24,50.64,22.04,8188
2024-05-24,HH0290,361.36,51.77,19.44,6054
2024-05-28,HH0478,241.43,45.87,22.54,6491
2024-05-26,HH0453,390.38,58.21,20.15,1800
2024-04-01,HH0109,301.21,50.68,25.03,3126
2024-05-07,HH0096,245.58,45.84,18.16,3861
2024-02-12,HH0161,291.08,48.31,31.07,3567
2024-05-09,HH0061,370.06,62.67,23.12,3309
2024-03-08,HH0011,315.8,42.46,22.22,8180
2024-01-30,HH0399,260.6,51.06,22.18,1704
2024-03-17,HH0101,270.36,49.26,28.77,8501
2024-02-23,HH0028,328.43,51.91,22.05,2636
2024-02-06,HH0226,320.62,53.91,25.1,1831
2024-01-18,HH0075,276.83,44.67,29.05,2286
2024-01-17,HH0297,311.54,42.71,25.63,6431
2024-06-22,HH0261,231.17,58.51,29.35,9296
2024-06-03,HH0235,322.86,46.84,27.52,3268
2024-01-01,HH0245,333.82,49.81,27.22,4657
2024-01-07,HH0201,309.11,43.95,26.9,5329
2024-01-24,HH0290,402.6,41.47,35.6,5040
2024-03-11,HH0130,436.64,47.11,26.48,7383
2024-03-13,HH0180,268.03,46.92,26.44,9102
2024-02-09,HH0237,347.19,53.07,24.84,9167
2024-03-26,HH0464,233.01,47.25,28.22,1244
2024-02-25,HH0334,271.48,58.81,24.14,1473
2024-02-05,HH0202,238.56,48.95,25.94,6281
2024-06-25,HH0258,257.44,43.59,30.58,4560
2024-04-23,HH0173,338.93,44.39,30.04,8802
2024-02-03,HH0169,301.17,50.92,33.7,9131
2024-03-11,HH0139,349.43,48.09,17.05,7066
2024-01-13,HH0155,364.66,42.29,24.62,3060
2024-03-24,HH0020,855.75,46.93,25.31,5297
2024-06-05,HH0090,234.6,49.94,15.86,2620
2024-01-17,HH0175,257.6,45.61,32.81,9990
2024-04-08,HH0498,298.77,53.9,28.3,3093
2024-04-04,HH0263,290.46,40.18,32.01,9697
2024-06-22,HH0134,242.33,35.97,26.91,9767
2024-03-09,HH0338,350.2,56.06,19.15,8981
2024-01-05,HH0359,340.54,55.05,22.77,8407
2024-01-11,HH0069,287.17,47.47,27.4,7026
2024-01-25,HH0081,369.16,52.6,29.21,5703
2024-04-26,HH0447,283.96,43.19,26.95,8013
2024-01-25,HH0034,263.29,42.23,25.7,3562
2024-02-06,HH0314,302.31,41.55,29.71,1435
2024-03-12,HH0078,309.06,55.48,24.57,2650
2024-05-27,HH0462,319.55,45.94,30.79,3791
2024-01-05,HH0225,298.9,58.83,27.4,5959
2024-02-05,HH0187,320.52,56.07,21.23,5112
2024-05-25,HH0300,284.55,38.72,27.16,3105
2024-01-18,HH0327,362.96,59.03,23.67,7764
2024-02-13,HH0329,327.84,58.74,14.96,5389
2024-05-27,HH0304,396.79,50.68,29.23,4577
2024-06-06,HH0345,271.42,49.67,31.12,3795
2024-02-02,HH0406,297.37,40.36,27.29,7323
2024-04-25,HH0007,400.66,45.8,22.52,3407
2024-04-26,HH0289,686.24,52.91,26.09,8282
2024-06-20,HH0441,291.66,47.38,35.74,4055
2024-03-17,HH0486,254.49,49.01,22.0,6587
2024-02-24,HH0106,333.91,41.74,33.83,9284
2024-01-07,HH0381,306.32,46.93,24.28,3413
2024-01-09,HH0055,299.72,44.32,18.63,8874
2024-01-11,HH0250,325.46,46.92,23.59,9045
2024-06-10,HH0295,352.64,51.26,15.15,8443
2024-05-06,HH0049,290.49,53.35,21.5,7992
2024-01-22,HH0256,321.56,48.27,28.63,6539
2024-03-10,HH0209,318.27,57.73,33.14,1183
2024-01-04,HH0409,257.21,42.15,27.27,5722
2024-03-31,HH0451,253.84,52.68,27.5,8538
2024-01-15,HH0298,332.88,51.04,29.59,6723
2024-03-21,HH0166,215.64,54.16,25.74,1578
2024-03-02,HH0343,323.54,50.99,13.87,7321
2024-04-30,HH0154,327.51,48.19,27.55,8945
2024-01-13,HH0215,310.09,49.83,29.53,7196
2024-05-09,HH0144,293.95,56.08,24.51,2600
2024-02-08,HH0126,837.52,53.88,18.09,7106
2024-06-14,HH0358,387.22,53.32,20.61,2064
2024-04-30,HH0085,370.79,42.96,16.47,8008
2024-01-18,HH0371,312.88,58.16,26.32,6600
2024-05-30,HH0166,249.3,45.82,23.64,3630
2024-04-01,HH0313,313.88,51.6,25.59,4871
2024-01-21,HH0230,195.02,47.74,24.35,7670
2024-05-27,HH0414,301.45,48.52,24.0,4767
2024-01-09,HH0229,240.87,43.7,12.3,4330
2024-01-19,HH0283,402.56,46.53,23.2,5055
2024-04-19,HH0398,197.77,53.1,23.12,9709
2024-04-28,HH0052,367.31,46.04,25.82,2865
2024-04-23,HH0372,373.09,44.06,27.89,9163
2024-05-19,HH0393,350.78,50.94,33.14,9046
2024-02-20,HH0235,309.24,56.78,31.69,2099
2024-03-18,HH0009,320.76,52.65,30.92,1005
2024-05-27,HH0415,241.77,54.03,18.88,9031
2024-01-10,HH0095,281.72,51.38,19.86,6224
2024-06-20,HH0496,848.67,47.88,26.96,1171
2024-02-16,HH0387,359.6,48.49,31.28,8343
2024-03-27,HH0194,359.39,52.48,28.18,9359
2024-04-11,HH0097,264.24,50.28,20.67,9462
2024-03-05,HH0176,298.52,50.72,26.65,3291
2024-04-04,HH0254,251.35,45.27,19.79,9166
2024-03-30,HH0199,269.71,43.85,29.74,3493
2024-04-17,HH0249,273.24,49.09,26.45,3804
2024-01-05,HH0285,234.53,57.55,17.18,1429
2024-03-09,HH0465,302.29,50.34,24.65,3996
2024-05-19,HH0041,285.64,48.28,25.61,1662
2024-04-18,HH0155,278.95,42.2,16.67,1305
2024-05-01,HH0122,199.91,49.17,28.97,8933
2024-06-21,HH0140,236.74,58.14,29.97,3348
2024-02-20,HH0107,323.39,55.29,25.41,2617
2024-05-07,HH0087,253.42,46.18,23.62,6082
2024-02-07,HH0239,238.78,43.53,18.07,2701
2024-02-18,HH0450,307.84,54.47,23.22,3567
2024-04-22,HH0483,358.48,43.95,21.07,8203
2024-02-24,HH0159,268.04,44.7,25.44,4084
2024-05-01,HH0441,351.45,44.05,28.85,8066
2024-02-14,HH0493,271.49,49.6,27.25,2317
2024-04-13,HH0330,259.22,50.71,22.25,5145
2024-02-21,HH0256,334.84,58.23,33.42,2790
2024-05-16,HH0374,319.64,44.41,28.21,6251
2024-03-18,HH0079,311.09,43.09,23.17,1868
2024-01-16,HH0088,308.84,50.86,24.09,6154
2024-04-22,HH0457,257.88,51.87,27.54,9222
2024-03-01,HH0421,319.18,45.04,26.91,4600
2024-03-18,HH0085,343.86,44.47,25.19,8518
2024-06-03,HH0075,193.33,50.17,30.95,1527
2024-01-12,HH0201,298.46,57.13,30.92,7820
2024-06-18,HH0462,552.73,56.47,27.11,1443
2024-03-19,HH0450,292.27,49.7,25.59,6568
2024-04-26,HH0120,257.7,51.96,17.92,3779
2024-05-19,HH0383,258.56,46.95,28.56,8873
2024-01-02,HH0370,320.09,49.13,24.79,3612
2024-01-01,HH0274,269.67,49.88,24.9,1914
2024-02-22,HH0067,305.08,55.84,32.94,1149
2024-01-23,HH0334,341.78,46.1,27.49,9486
2024-04-29,HH0373,202.88,51.91,30.12,7374
2024-03-13,HH0420,173.96,50.74,21.35,1400
2024-04-18,HH0131,292.88,49.03,28.33,4851
2024-03-25,HH0250,344.38,46.05,34.18,9822
2024-06-16,HH0415,274.69,43.07,24.44,8464
2024-04-22,HH0097,301.65,56.73,21.55,6153
2024-02-08,HH0306,348.44,56.39,24.7,8532
2024-03-29,HH0481,270.83,57.05,20.41,4684
2024-05-21,HH0304,252.04,41.28,21.55,7881
2024-03-17,HH0007,281.81,52.56,17.59,1016
2024-04-26,HH0485,357.58,44.84,28.34,8599
2024-04-25,HH0121,387.56,47.11,32.46,3661
2024-01-13,HH0467,336.24,42.01,32.45,9308
2024-03-15,HH0081,349.18,50.53,27.27,4411
2024-01-29,HH0388,222.62,48.1,26.57,8400
2024-03-16,HH0095,299.41,52.68,34.33,5592
2024-04-16,HH0018,280.38,55.24,25.19,3773
2024-02-01,HH0057,345.27,31.2,18.85,3882
2024-03-11,HH0463,217.27,53.79,27.24,2494
2024-02-14,HH0175,370.49,50.17,17.76,5522
2024-01-15,HH0475,241.44,51.37,23.16,7834
2024-01-04,HH0015,333.38,60.37,22.02,7470
2024-01-12,HH0391,199.9,51.65,11.41,6458
2024-01-06,HH0188,309.75,55.37,24.36,7767
2024-02-24,HH0450,360.84,46.64,19.26,7995
2024-03-12,HH0016,243.74,43.74,30.17,4854
2024-02-16,HH0134,213.89,47.85,16.48,6367
2024-02-08,HH0316,211.99,53.25,22.82,7212
2024-06-11,HH0161,300.07,46.18,19.08,9700
2024-02-05,HH0222,419.15,60.74,23.85,6235
2024-01-04,HH0250,199.65,52.32,20.96,1325
2024-01-16,HH0165,280.75,46.07,28.15,6316
2024-03-26,HH0354,316.35,51.16,26.24,7229
2024-06-15,HH0469,291.44,49.67,25.8,3584
2024-06-12,HH0167,244.24,56.85,34.56,5383
2024-04-06,HH0374,253.02,40.96,26.27,3890
2024-01-01,HH0347,324.23,52.18,29.01,5571
2024-02-14,HH0330,300.95,56.62,27.63,1472
2024-04-23,HH0219,183.49,55.26,15.79,1078
2024-05-09,HH0105,279.65,57.55,24.16,8054
2024-02-29,HH0268,237.13,53.11,28.26,3841
2024-04-11,HH0307,360.33,51.35,22.94,6809
2024-01-14,HH0483,272.61,50.99,20.17,3087
2024-03-29,HH0089,331.56,46.17,24.11,5488
2024-04-12,HH0117,307.26,46.2,27.72,6924
2024-03-16,HH0076,297.02,49.64,17.37,4526
2024-05-29,HH0342,423.56,43.69,31.08,2932
2024-05-11,HH0409,352.92,51.47,20.97,5812
2024-04-06,HH0449,383.86,50.28,19.42,2987
2024-01-26,HH0408,340.5,53.93,27.48,1617
2024-05-08,HH0136,276.4,45.33,28.37,1468
2024-01-18,HH0029,389.36,47.83,31.74,4006
2024-06-03,HH0163,345.46,41.63,29.05,2971
2024-01-01,HH0253,316.97,53.05,32.7,4936
2024-03-20,HH0122,278.62,59.71,25.46,7506
2024-06-19,HH0090,278.82,42.21,21.2,4956
2024-06-02,HH0220,264.5,46.48,19.93,8920
2024-01-20,HH0464,352.38,55.05,29.57,4247
2024-03-04,HH0372,344.32,55.72,23.73,6475
2024-01-14,HH0353,329.37,57.83,21.42,7614
2024-06-22,HH0132,347.87,47.76,22.97,8862
2024-03-06,HH0221,267.05,44.17,20.71,7618
2024-02-05,HH0307,307.42,52.58,22.37,7958
2024-03-30,HH0322,260.2,46.0,27.96,3665
2024-05-25,HH0249,268.93,45.33,25.39,5614
2024-03-05,HH0048,275.93,53.46,19.35,6966
2024-04-30,HH0259,400.24,47.14,29.83,3366
2024-05-15,HH0360,330.46,48.34,26.9,1012
2024-01-24,HH0372,377.28,55.88,22.12,1375
2024-03-29,HH0427,280.25,51.55,25.23,9339
2024-05-23,HH0048,291.51,55.55,17.5,6912
2024-01-23,HH0006,395.46,44.81,17.47,6766
2024-02-15,HH0153,297.5,48.53,22.77,9067
2024-03-05,HH0403,196.76,56.11,14.41,8820
2024-05-10,HH0034,299.49,56.48,26.24,8626
2024-01-24,HH0029,317.03,60.38,27.53,7731
2024-02-21,HH0416,294.59,48.91,24.84,7347
2024-05-28,HH0310,330.01,51.73,25.44,3774
2024-02-03,HH0388,270.32,44.36,30.78,9125
2024-05-11,HH0022,314.2,47.62,29.28,3358
2024-01-18,HH0423,278.81,46.09,25.61,1518
2024-01-13,HH0373,240.1,47.87,20.78,4865
2024-03-16,HH0486,291.28,52.79,22.98,9083
2024-04-12,HH0383,257.99,48.01,22.73,6769
2024-02-21,HH0459,345.85,47.86,24.34,7468
2024-06-13,HH0412,312.88,44.76,26.13,8275
2024-06-25,HH0088,371.34,53.98,19.37,8614
2024-01-25,HH0005,246.78,51.91,29.13,5764
2024-03-25,HH0416,294.8,45.14,25.4,2364
2024-03-01,HH0065,220.72,53.16,23.09,8197
2024-01-22,HH0221,337.01,46.87,26.15,5996
2024-05-22,HH0078,372.88,50.65,27.19,4839
2024-05-30,HH0045,283.92,57.17,15.7,6758
2024-04-26,HH0427,297.32,52.1,27.06,1458
2024-03-26,HH0123,378.81,39.37,25.16,2920
2024-06-20,HH0045,352.19,50.61,27.92,5310
2024-05-14,HH0301,278.24,55.01,22.93,5301
2024-05-10,HH0464,373.86,53.54,19.49,6950
2024-04-20,HH0020,336.76,54.72,25.27,7966
2024-06-22,HH0107,286.61,56.61,27.97,9644
2024-06-11,HH0476,304.24,52.91,25.99,9081
2024-06-19,HH0168,279.81,54.15,19.45,3824
2024-05-30,HH0235,286.58,51.04,18.27,6448
2024-03-17,HH0396,322.55,57.36,24.0,7098
2024-06-09,HH0047,279.77,54.77,35.86,3021
2024-01-06,HH0199,264.37,55.54,23.08,1713
2024-01-17,HH0234,344.9,44.96,33.62,6307
2024-05-25,HH0038,341.01,47.66,21.88,4039
2024-02-23,HH0329,213.81,53.92,22.16,3737
2024-02-14,HH0189,361.7,46.23,29.44,8392
2024-05-26,HH0266,272.48,42.26,25.51,8250
2024-05-31,HH0279,414.01,46.33,22.13,2002
2024-05-02,HH0344,283.21,45.75,26.15,8017
2024-05-17,HH0191,375.32,48.69,19.01,1319
2024-06-25,HH0130,291.84,54.42,30.5,2767
2024-01-21,HH0046,270.64,53.13,32.52,8409
2024-01-10,HH0359,305.17,53.94,35.69,7059
2024-02-15,HH0382,357.47,42.13,26.67,1037
2024-04-12,HH0175,379.41,56.26,30.68,3614
2024-02-24,HH0263,311.64,56.72,37.28,7436
2024-02-18,HH0266,321.94,51.05,28.21,4190
2024-06-28,HH0172,270.08,46.18,29.04,8914
2024-05-15,HH0405,298.05,52.51,19.87,5852
2024-04-13,HH0004,336.71,54.65,27.06,8735
2024-03-13,HH0154,416.53,52.7,34.61,3749
2024-03-19,HH0271,374.84,49.61,21.94,8101
2024-02-10,HH0351,287.96,49.31,17.63,5923
2024-03-08,HH0018,315.75,51.07,24.19,1064
2024-03-05,HH0372,289.0,57.11,25.84,7063
2024-01-22,HH0207,330.35,40.79,32.26,5470
2024-06-28,HH0340,275.49,52.96,30.81,6397
2024-03-26,HH0047,316.51,48.38,25.44,3634
2024-04-29,HH0110,305.39,51.42,24.96,2523
2024-04-27,HH0173,368.18,52.38,29.36,5297
2024-05-01,HH0490,286.49,48.97,26.38,4959
2024-01-15,HH0100,426.52,48.86,27.81,5911
2024-06-06,HH0243,292.58,53.74,26.14,2946
2024-03-24,HH0270,259.6,40.99,21.63,9580
2024-03-07,HH0006,189.15,54.46,24.57,9273
2024-01-25,HH0298,292.73,48.62,30.03,6852
2024-03-27,HH0039,365.32,52.74,20.33,1000
2024-03-03,HH0332,383.45,46.05,24.75,2234
2024-06-09,HH0245,308.01,50.97,22.21,1954
2024-04-10,HH0461,346.15,52.03,27.14,9883
2024-01-02,HH0292,200.3,47.38,27.02,3951
2024-03-15,HH0353,358.95,42.8,19.62,8127
2024-04-06,HH0310,316.83,53.87,22.52,9964
2024-05-04,HH0242,304.49,52.98,27.06,1788
2024-03-20,HH0451,888.23,48.83,23.0,5823
2024-02-25,HH0374,332.7,46.24,27.0,3758
2024-01-12,HH0155,308.29,50.62,18.95,1047
2024-03-01,HH0245,409.28,52.61,18.21,8058
2024-02-11,HH0106,308.87,54.11,26.68,2149
2024-03-03,HH0349,666.73,48.14,29.94,1700
2024-02-26,HH0257,355.71,50.94,27.48,2983
2024-02-28,HH0269,217.43,60.1,30.74,8959
